fp	12
sU	12
wu	12
vm	11
8t	11
fg	11
5r	11
mh	11
8n	11
zw	11
g8	11
NT	11
7f	11
f4	11
7T	11
Tn	11
Nf	11
S8	11
_l	10
UE	10
Jw	10
Dz	10
Dd	10
Ju	10
mr	10
5w	10
m8	10
bv	10
fd	10
8m	9
P2	9
4I	9
k7	9
Jd	9
J5	9
Pk	9
Pf	9
mS	9
dg	9
Sw	9
Hh	9
zk	9
Ts	9
fw	9
s4	9
S6	9
D{	9
Sk	8
gp	8
15	8
gb	8
uh	8
Uf	8
UJ	8
Ph	8
Jf	8
T5	8
zp	8
i2	8
Hw	8
s_	8
Nw	8
TH	8
Jn	8
j7	8
Pj	8
j1	8
j3	8
m4	8
#u	8
iZ	7
9m	7
Tm	7
6I	7
{Z	7
sS	7
Tt	7
zu	7
Jk	7
2E	7
iQ	7
zn	7
2i	7
pg	7
_w	7
Nn	7
J$	7
1Q	7
7w	7
5$	7
gt	7
vw	7
gs	7
gh	7
2V	7
vs	7
2J	7
ji	7
bh	6
U@	6
Dm	6
9b	6
Pg	6
Jh	6
~N	6
Tp	6
Uz	6
bw	6
9d	6
fm	6
Tb	6
vt	6
6D	6
7g	6
VT	6
Nm	6
Jp	6
T2	6
$D	6
ij	6
D1	6
T6	6
jV	6
8h	5
8p	5
1E	5
Pp	5
I8	5
7z	5
gf	5
PS	5
i{	5
Tk	5
b9	5
QD	5
uj	5
_h	5
Pl	5
bf	5
Sh	5
mm	5
4m	5
g7	5
gi	5
$I	5
nD	5
7p	5
Hn	5
Sp	5
vD	5
1h	5
1r	5
_s	5
pp	5
h4	5
Z1	5
NS	5
zf	5
gZ	5
zv	5
p9	5
DE	5
vb	4
51	4
8S	4
D5	4
Zj	4
vq	4
kg	4
_p	4
Sf	4
zg	4
kT	4
I2	4
Dl	4
dT	4
NV	4
$Z	4
w6	4
4k	4
4f	4
DH	4
_f	4
Jg	4
21	4
HS	4
8v	4
7k	4
5i	4
N6	4
6m	4
sq	4
d4	4
mq	4
2h	4
gk	4
u5	4
t_	4
ii	4
HT	4
tU	4
I$	4
mT	4
_j	4
I@	4
5j	4
_6	4
Js	4
T1	4
mU	4
uw	4
fS	4
u1	4
Di	4
jI	4
F#	3
8g	3
8#	3
zh	3
m9	3
Sj	3
dU	3
TP	3
Ij	3
5V	3
Zw	3
6b	3
z8	3
r3	3
nU	3
tJ	3
J6	3
mv	3
7h	3
53	3
tq	3
6h	3
6r	3
Sd	3
Hp	3
~n	3
2j	3
PE	3
d9	3
vk	3
$@	3
2S	3
U#	3
7S	3
Ii	3
#q	3
3#	3
vf	3
2T	3
g4	3
Zq	3
dJ	3
g9	3
9t	3
1w	3
_r	3
zt	3
_n	3
nZ	3
@j	3
m_	3
Uw	3
Ds	3
7v	3
@D	3
H2	3
i$	3
kH	3
vu	3
z6	3
sv	3
w4	3
s9	3
_k	3
D2	3
11	2
U8	2
_g	2
P_	2
4N	2
Zi	2
g~	2
vU	2
k_	2
6w	2
p_	2
J4	2
s8	2
@N	2
U5	2
6p	2
6S	2
bg	2
rw	2
pT	2
PJ	2
u3	2
4E	2
22	2
gS	2
lq	2
~m	2
dD	2
Iq	2
u$	2
4b	2
iV	2
N5	2
6_	2
j8	2
SS	2
UQ	2
$j	2
16	2
1i	2
0n	2
l~	2
zs	2
9#	2
Q@	2
#U	2
4{	2
pq	2
1{	2
_b	2
9_	2
Hf	2
bp	2
D6	2
u6	2
ZP	2
#9	2
D$	2
j6	2
hF	1
kq	1
u8	1
lD	1
1$	1
mJ	1
@Z	1
zF	1
NQ	1
TJ	1
P{	1
2u	1
DP	1
Zu	1
Td	1
56	1
fq	1
j~	1
4h	1
N2	1
v9	1
Dr	1
7_	1
k9	1
Jj	1
8Z	1
@I	1
$v	1
ZE	1
6k	1
6g	1
45	1
4p	1
Hk	1
m~	1
23	1
PT	1
TS	1
Pv	1
#~	1
b~	1
w0	1
0N	1
4i	1
qm	1
ur	1
ui	1
IV	1
41	1
ZI	1
pv	1
fv	1
N1	1
mg	1
h9	1
6E	1
6v	1
V#	1
#c	1
cn	1
4r	1
kv	1
f_	1
l0	1
g_	1
vJ	1
rj	1
1j	1
I6	1
i6	1
P1	1
zq	1
jw	1
zS	1
Z8	1
bS	1
fD	1
H8	1
tv	1
9z	1
Sq	1
I~	1
z_	1
p0	1
Hg	1
SJ	1
7{	1
U_	1
_H	1
r~	1
NJ	1
1q	1
vh	1
v_	1
u2	1
Db	1
Df	1
Dn	1
Dt	1
s~	1
N_	1
vp	1
DV	1
tc	1
cm	1
4S	1
z4	1
26	1
Vx	1
x#	1
ZU	1
u{	1
_t	1
Ss	1
JJ	1
6U	1
UN	1
9w	1
uR	1
d_	1
Dh	1
sF	1
zU	1
